"state","county","loaccgro","fasfoo","relprimilk","diab","obesrate","fitplace","povrate","medinc","males","totpop","area"
"TN","Sullivan",33.178737,0.738632,1.136671,14.4,30.1,0.146453,16.4,42277,75826,156823,413.36
"TN","Sumner",29.876371,0.567438,0.970305,11.8,29.7,0.092643,10.1,59816,78389,160645,529.45
"TN","Tipton",18.564188,0.438148,0.970305,13.5,35.4,0.048683,14.4,54077,29946,61081,458.37
"TN","Unicoi",13.115627,0.72371,1.136671,14.7,33.4,0.11134,19.2,36641,8963,18313,186.17
"TN","Union",2.025803,0.209282,1.136671,13.8,31,0,23.9,36878,9524,19109,223.55
"TN","Van Buren",0.708763,0,0.970305,14.6,32.1,0,18.9,39348,2769,5548,273.42
"TN","Warren",8.317005,0.475368,0.970305,16.3,31.4,0.050039,21.2,39357,19653,39839,432.68
"TN","Washington",21.950175,0.895106,1.136671,12.9,32.2,0.06337,17.2,45261,60089,122979,326.47
"TN","Wayne",22.232897,0.413883,0.970305,12.3,32.7,0,25.4,34895,9402,17021,734.1
"TN","Weakley",11.795855,0.523667,1.136671,14.7,30.9,0,18.2,38025,17159,35021,580.36
"TN","White",9.578332,0.456256,0.970305,13.6,31.2,0.038021,18.2,38649,12640,25841,376.67
"TN","Williamson",24.734539,0.8381,0.970305,9.2,25.9,0.185162,5,104367,89336,183182,582.6
"TN","Wilson",22.25335,0.622129,0.970305,12.7,31.7,0.071784,8.4,65372,55834,113993,570.83
"TX","Anderson",39.53478,0.451177,1.01769,11.7,31.6,0.034706,21,43062,35521,58458,1062.6
"TX","Andrews",33.923816,0.572181,1.095938,8.8,28.1,0,10.4,72184,7368,14786,1500.71
"TX","Angelina",24.117887,0.535613,1.095938,12.9,37.5,0.05698,17.9,45428,42515,86771,797.78
"TX","Aransas",38.282716,1.281435,1.01769,12.1,26.9,0.08009,18.2,41560,11485,23158,252.07
"TX","Archer",23.720702,0.226989,1.095938,10.6,27.1,0,9.5,60414,4563,9054,903.11
"TX","Armstrong",99.747921,0,1.095938,10.6,27.2,0,10.4,55198,928,1901,909.11
"TX","Atascosa",20.930537,0.502365,1.003679,10.8,27.9,0.062796,20.4,49047,22130,44911,1219.54
"TX","Austin",11.458188,0.515216,1.01769,9.7,27,0.137391,12.7,57960,14073,28417,646.51
"TX","Bailey",9.321722,0.578871,1.095938,9.5,26.7,0.144718,15.8,38299,3621,7165,826.8
"TX","Bandera",34.944868,0.622248,1.003679,11.3,27.1,0.047865,13.3,53662,10172,20485,790.96
"TX","Bastrop",28.874874,0.537986,1.003679,9.7,33.1,0.051237,12.7,56866,37997,74171,888.15
"TX","Baylor",12.228857,1.113586,1.095938,12.2,28.1,0,17.4,38231,1795,3726,867.48
"TX","Bee",33.820017,0.45644,1.095938,8.7,29.3,0.091288,23.4,42540,19063,31861,880.24
"TX","Bell",33.239493,0.531689,1.095938,9.2,29,0.091147,15.9,48894,153464,310235,1051.02
"TX","Bexar",26.335944,0.691321,1.003679,8.9,27.3,0.075436,15.6,52230,840840,1714773,1239.82
"TX","Blanco",4.620967,0.924898,1.003679,11.2,28.7,0,10.9,53449,5300,10497,709.25
"TX","Borden",100,0,1.095938,11.3,27.3,0,10.2,63358,335,641,897.44
"TX","Bosque",9.677037,0.337458,1.01769,10.2,27.8,0,15,47135,9053,18212,982.98
"TX","Bowie",21.729456,0.589654,1.095938,12.7,32.4,0.096489,18.6,42515,46758,92565,885.01
"TX","Brazoria",22.239757,0.547137,1.01769,9.1,31.2,0.07098,10.6,71230,159000,313166,1357.7
"TX","Brazos",26.973641,0.602433,1.095938,7.6,28.4,0.100405,24,44767,98630,194851,585.45
"TX","Brewster",28.619412,1.199171,1.095938,9.7,27.7,0.109016,14.8,41785,4636,9232,6183.73
"TX","Briscoe",100,0.651042,1.095938,11.2,26.4,0.651042,16.6,42261,815,1637,900
"TX","Brooks",16.327147,0.973033,1.095938,10.8,27.2,0,31.7,30124,3579,7223,943.36
"TX","Brown",36.299524,0.690516,1.095938,9.5,25.2,0.079675,18.2,41981,18838,38106,944.43
"TX","Burleson",12.8911,0.695531,1.095938,12.2,29.8,0.115922,15.5,50113,8504,17187,659.03
"TX","Burnet",33.176606,1.134771,1.003679,10,30,0.133502,13.2,53086,20989,42750,994.26
"TX","Caldwell",15.174912,0.477267,1.003679,9.8,26.4,0.025119,17.8,46093,19180,38066,545.26
"TX","Calhoun",36.163015,0.963435,1.01769,11.6,29.1,0,16.8,50873,10847,21381,506.84
"TX","Callahan",29.547943,0.148006,1.095938,11,28.4,0.074003,13,44450,6607,13544,899.37
"TX","Cameron",24.620943,0.573274,1.095938,9.3,33.2,0.040438,32,34044,195394,406220,890.92
"TX","Camp",10.055819,0.475398,1.095938,11.2,31.8,0,18.8,40768,6086,12401,195.83
"TX","Carson",19.992266,0.166306,1.095938,11,28.4,0,8.5,61083,3042,6182,920.22
"TX","Cass",6.955439,0.495688,1.095938,13.7,31.3,0,20,39274,14777,30464,936.96
"TX","Castro",11.911556,0.771109,1.095938,9.3,28.1,0,18.8,43372,4084,8062,894.43
"TX","Chambers",19.209469,0.471884,1.01769,9.6,28.6,0.026216,9.6,77282,17661,35096,597.14
"TX","Cherokee",16.284451,0.353621,1.095938,11.6,30.1,0.039291,19,41355,25850,50845,1052.91
"TX","Childress",44.152108,1.5517,1.095938,9,27,0.141064,22.3,37732,4121,7041,696.41
"TX","Clay",51.412168,0.192864,1.095938,11.2,29.4,0,12.3,51234,5283,10752,1088.72
"TX","Cochran",21.175684,0.340716,1.095938,10.9,26.9,0,22.5,39398,1535,3127,775.15
"TX","Coke",99.976292,0.921942,1.095938,12.6,28.1,0,13.5,42498,1626,3320,911.47
"TX","Coleman",19.62616,0.830368,1.095938,11.6,28.1,0,20,35922,4416,8895,1261.95
"TX","Collin",12.683825,0.735393,1.01769,7.9,24.6,0.108445,6.6,86823,384363,782341,841.23
"TX","Collingsworth",7.358328,0.331455,1.095938,10.7,28,0.331455,19,38775,1498,3057,918.44
"TX","Colorado",20.680354,0.675708,1.01769,11.3,28.5,0.048265,14.5,47783,10347,20874,960.27
"TX","Comal",21.331934,0.808447,1.003679,8.8,26.7,0.129351,8.3,68362,53254,108472,559.48
"TX","Comanche",15.338897,0.664207,1.01769,10.8,28.3,0,16.8,41155,6885,13974,937.75
"TX","Concho",26.725341,0.493827,1.095938,8.7,27.5,0,26.4,39945,2793,4087,983.8
"TX","Cooke",7.297668,0.825572,1.01769,10.3,29.2,0.077397,13.2,54534,19056,38437,874.76
"TX","Coryell",43.592088,0.383791,1.095938,9.1,30.3,0.039703,16,45989,36892,75388,1052.07
"TX","Cottle",99.941352,0.706714,1.095938,12.3,27.4,0,21.4,35602,713,1505,900.56
"TX","Crane",8.890448,0.606061,1.095938,8.8,29.3,0,9.6,65883,2145,4375,785.07
"TX","Crockett",7.64109,1.311647,1.095938,9.9,27.9,0,12.9,53903,1831,3719,2807.33
"TX","Crosby",4.805601,0.16952,1.095938,9.8,27.8,0,22.8,34562,2917,6059,900.2
"TX","Culberson",7.762441,1.323919,1.095938,10,27.6,0,23.9,35192,1167,2398,3812.8
"TX","Dallam",40.090402,0.981079,1.095938,8,31.5,0,12,47559,3482,6703,1503.26
"TX","Dallas",16.623225,0.687276,1.01769,9.1,27.6,0.075041,17.9,51824,1171002,2368139,871.28
"TX","Dawson",29.545729,0.523482,1.095938,9.1,29.9,0,21.9,42589,7815,13833,900.31
"TX","Deaf Smith",18.636565,0.468872,1.095938,8.7,29.4,0.052097,19.4,45713,9652,19372,1496.87
"TX","Delta",7.210912,0.381825,1.01769,11.9,28,0,18.5,42846,2563,5231,256.83
"TX","Denton",18.574904,0.585375,1.01769,8,22.1,0.08628,8,75898,325960,662614,878.43
"TX","DeWitt",15.354265,0.918584,1.003679,11.6,30.6,0,19.2,47365,10447,20097,908.98
"TX","Dickens",19.842836,1.35257,1.095938,9.9,26.6,0,22.2,39169,1383,2444,901.72
"TX","Dimmit",38.988023,0.721436,1.003679,9.3,29.9,0,24.4,40040,4839,9996,1328.88
"TX","Donley",15.602788,0.84674,1.095938,11.1,27.6,0,20.2,36862,1825,3677,926.89
"TX","Duval",34.487233,0.346831,1.095938,9.9,27.8,0,25.4,36986,6077,11782,1793.48
"TX","Eastland",21.69786,0.715229,1.095938,12.2,28.2,0,18.1,41944,9071,18583,926.49
"TX","Ector",20.504918,0.519805,1.095938,8.9,31.6,0.077971,12.6,62519,67686,137130,897.69
"TX","Edwards",31.868554,0.532198,1.003679,11.8,27.1,0,22.2,37567,1021,2002,2117.86
"TX","El Paso",17.92632,0.613087,1.095938,9.5,28.4,0.075586,20.3,43101,387876,800647,1012.69
"TX","Ellis",23.729527,0.451929,1.01769,9.9,29.8,0.081598,10.9,66811,73870,149610,935.49
"TX","Erath",36.14865,0.722345,1.01769,8.9,28.2,0.074725,17.7,45663,18605,37890,1083.07
"TX","Falls",13.840746,0.35317,1.095938,11.5,29.8,0,23.9,37912,8494,17866,765.48
"TX","Fannin",33.006332,0.444418,1.01769,10.4,28.4,0.059256,16.4,43733,17988,33915,890.84
"TX","Fayette",22.562716,1.087263,1.003679,11.6,27.1,0.040269,12,53173,12081,24554,950.01
"TX","Fisher",17.023081,0.522057,1.095938,11.7,26.7,0,15.2,43082,1958,3974,898.94
"TX","Floyd",6.404572,0.840477,1.095938,11.4,26.8,0,21.8,36859,3176,6446,992.14
"TX","Foard",100,0.784314,1.095938,11.7,26.3,0,17.8,36466,637,1336,704.4
"TX","Fort Bend",25.412686,0.506314,1.01769,8.4,23.9,0.071497,7,95117,287368,585375,861.48
"TX","Franklin",7.014344,0.566038,1.095938,11.3,26.9,0,16.4,43569,5215,10605,284.39
"TX","Freestone",14.901167,0.506022,1.01769,11,28.5,0.101204,15.8,48057,10437,19816,877.74
"TX","Frio",9.76757,0.431709,1.003679,8.6,27.5,0.053964,29.3,38809,10032,17217,1133.5
"TX","Gaines",3.2136,0.617761,1.095938,8.9,30.6,0,13.3,53297,8798,17526,1502.38
"TX","Galveston",31.225865,0.697013,1.01769,9.8,27.6,0.085933,14,66173,144234,291309,378.36
"TX","Garza",6.013706,0.4662,1.095938,8.3,27.5,0,26.8,54606,4092,6461,893.41
"TX","Gillespie",19.209384,1.841693,1.003679,13.3,26.8,0.039185,10.4,54180,11968,24837,1058.21
"TX","Glasscock",98.21762,0.774593,1.095938,9.6,26.8,0,7.8,74854,649,1226,900.22
"TX","Goliad",36.803342,0.662339,1.003679,11.9,29.2,0,14.1,52612,3596,7210,852.01
"TX","Gonzales",25.55468,0.684195,1.003679,12,29.5,0.146613,16.4,43519,9959,19807,1066.69
"TX","Gray",20.046738,0.9113,1.095938,10.9,28.4,0.08679,13,49415,11703,22535,925.97
"TX","Grayson",19.506941,0.574741,1.01769,9.3,28.9,0.089044,15.2,48164,58917,120877,932.8
"TX","Gregg",22.229652,0.852245,1.095938,11,35.3,0.105516,17,48561,59468,121730,273.3
"TX","Grimes",40.035746,0.478434,1.01769,11.9,29.1,0,17.8,44226,14487,26604,787.46
"TX","Guadalupe",34.121637,0.373514,1.003679,10,30.9,0.033956,10.3,64252,64762,131533,711.3
"TX","Hale",20.864009,0.518433,1.095938,10.3,30.6,0.144009,20.3,41999,18737,36273,1004.68
"TX","Hall",24.45472,1.588815,1.095938,12.4,29.1,0,25.5,32158,1657,3353,883.49
"TX","Hamilton",25.056993,0.731797,1.01769,11.8,30,0,15.4,46181,4195,8517,835.91
"TX","Hansford",88.778283,1.089127,1.095938,9.7,28.1,0,11.7,55215,2803,5613,919.81
"TX","Hardeman",29.750167,1.01833,1.095938,10.9,28.5,0,18,38154,2051,4139,695.11
"TX","Hardin",29.065052,0.359576,1.095938,9.9,32.1,0.089894,11.8,56201,26942,54635,890.57
"TX","Harris",18.088572,0.624807,1.01769,8.5,27.2,0.077003,16.6,56670,2037405,4092459,1703.48
"TX","Harrison",13.695913,0.400974,1.095938,11.9,33.3,0.059404,18.5,46593,32224,65631,899.95
"TX","Hartley",23.920751,0.821153,1.095938,9.6,27.3,0.328461,9.9,66231,3700,6062,1462.03
"TX","Haskell",25.272578,0.866701,1.095938,10.5,27.3,0.17334,22.3,36085,3104,5899,903.13
"TX","Hays",16.506899,0.621538,1.003679,8.7,23.8,0.091879,13.6,61121,78255,157107,677.98
"TX","Hemphill",10.597456,0.956938,1.095938,9.4,26.8,0.239234,8.6,71177,1928,3807,906.29
"TX","Henderson",27.264267,0.605373,1.01769,10.9,30.2,0.100895,16.2,44944,38468,78532,873.75
"TX","Hidalgo",34.734283,0.458443,1.095938,9.7,34.4,0.039708,31.1,35441,376944,774769,1570.87
"TX","Hill",5.675757,0.545225,1.01769,10.1,28.7,0.057392,17.8,44965,17208,35089,958.86
"TX","Hockley",45.780078,0.678627,1.095938,8.7,30.7,0.042414,15.9,48768,11297,22935,908.39
"TX","Hood",32.817174,0.630552,1.01769,11.7,26.5,0.074183,9.8,61371,25181,51182,420.64
"TX","Hopkins",16.772411,0.668133,1.01769,10.5,30.5,0.167033,15.9,43284,17421,35161,767.17
"TX","Houston",39.360448,0.571655,1.095938,11.3,28.3,0.043973,27,37536,12769,23732,1230.91
"TX","Howard",49.182106,0.791247,1.095938,9.7,31.1,0,19.1,47148,19720,35012,900.79
"TX","Hudspeth",99.623735,1.245718,1.095938,10,26.3,0,25,33048,1750,3476,4570.98
"TX","Hunt",10.547725,0.429412,1.01769,10.3,27,0.067802,16.5,46632,42700,86129,840.32
"TX","Hutchinson",29.189284,0.688927,1.095938,10.5,31.1,0.137785,14.2,53085,11077,22150,887.42
"TX","Irion",99.9742,1.270648,1.095938,10.6,27.9,0.635324,7.9,64777,807,1599,1051.56
"TX","Jack",47.480632,0.677583,1.01769,9.7,26.9,0,17.1,51711,5030,9044,910.66
"TX","Jackson",21.316842,0.407083,1.01769,10.9,32.2,0,13.6,53667,6947,14075,829.44
"TX","Jasper",17.883695,0.450045,1.095938,13.2,29.1,0.028128,15.7,46541,17543,35710,938.85
"TX","Jeff Davis",29.42925,1.361162,1.095938,12.4,26.2,0,13.3,47654,1187,2342,2264.56
"TX","Jefferson",23.142836,0.543144,1.095938,10.8,33.2,0.075327,16.9,47620,128946,252273,876.3
"TX","Jim Hogg",26.716171,0.38059,1.095938,9.9,27.3,0,23.2,36048,2616,5300,1136.14
"TX","Jim Wells",18.662954,0.556187,1.095938,9.2,28.5,0.096728,22.1,43028,20107,40838,864.97
"TX","Johnson",22.198412,0.38741,1.01769,9.4,30.2,0.057159,11.4,58685,75519,150934,724.69
"TX","Jones",21.404925,0.250803,1.095938,9,27.4,0.100321,21.4,41871,12383,20202,928.55
"TX","Karnes",24.495992,1.14048,1.003679,9.5,29.2,0.067087,20,47129,8842,14824,747.56
"TX","Kaufman",8.384684,0.485454,1.01769,9.2,27.2,0.071919,13.1,60438,50811,103350,780.7
"TX","Kendall",12.915746,0.797325,1.003679,8.9,27.3,0.102881,8,79108,16299,33410,662.45
"TX","Kenedy",97.165659,0,1.095938,9.2,26.4,0,16.5,40082,212,416,1458.33
"TX","Kent",97.195259,1.273885,1.095938,12,26.4,0,11.3,45338,392,808,902.51
"TX","Kerr",29.914563,0.791108,1.003679,13.4,26.7,0.098888,14.3,47389,24068,49625,1103.32
"TX","Kimble",25.023967,0.901307,1.003679,11.6,28.4,0.225327,20,37448,2281,4607,1250.99
"TX","King",100,0,1.095938,10.5,27.5,0,11,69588,141,286,910.87
"TX","Kinney",4.304454,0.567215,1.003679,10.8,26.7,0,20.6,40840,1955,3598,1360.06
"TX","Kleberg",30.526718,0.714508,1.095938,9.2,28,0.093197,24.3,40066,16337,32061,881.31
"TX","Knox",47.136172,0.518403,1.095938,11.2,26.6,0,19.2,43238,1835,3719,850.62
"TX","La Salle",57.808998,0.535189,1.003679,8.2,26.6,0,27.9,42500,4089,6886,1486.69
"TX","Lamar",29.353923,0.726935,1.01769,11.6,32.7,0.141348,18.8,39433,24044,49793,907.19
"TX","Lamb",3.563505,0.663032,1.095938,10.2,31,0,21.8,41807,6964,13977,1016.18
"TX","Lampasas",20.402295,0.843421,1.095938,10.2,28.2,0.099226,13.9,50985,9705,19677,712.84
"TX","Lavaca",14.260719,0.507074,1.003679,11.7,32,0.050707,12.2,49752,9416,19263,969.71
"TX","Lee",6.34372,0.71676,1.003679,10.8,28.1,0,12.4,54747,8410,16612,629.02
"TX","Leon",13.089604,1.008244,1.095938,13.8,29.5,0.059309,13.8,47740,8385,16801,1073.15
"TX","Liberty",22.32622,0.371238,1.01769,11,27.6,0,15.8,53552,37190,75643,1158.42
"TX","Limestone",19.052505,0.680156,1.01769,11.8,33.9,0,19.1,40655,12122,23384,905.29
"TX","Lipscomb",99.999554,0.844357,1.095938,9.5,27.2,0,9.7,60955,1662,3302,932.18
"TX","Live Oak",10.243997,1.240592,1.003679,10.8,27.6,0.082706,15.8,53184,6195,11531,1039.7
"TX","Llano",31.041301,0.768836,1.003679,13.3,27,0.102512,14.8,46366,9329,19301,934.03
"TX","Loving",99.999999,0,1.095938,10.5,29,0,14.3,59499,46,82,668.93
"TX","Lubbock",15.71388,0.571479,1.095938,8.6,27.7,0.074837,20.1,47139,137786,278831,895.6
"TX","Lynn",33.86923,0.34656,1.095938,10.4,28.4,0,20.5,38922,2947,5915,891.87
"TX","Madison",27.894633,0.721449,1.01769,9.1,28.8,0,19.2,40857,7873,13664,466.07
"TX","Marion",7.825023,0.689723,1.095938,12.5,31.3,0,23.4,35152,5171,10546,380.88
"TX","Martin",21.423988,0.3663,1.095938,8.8,27.1,0,11.4,60815,2411,4799,914.94
"TX","Mason",21.184373,1.719479,1.003679,12.5,26.2,0,13.8,45340,1978,4012,928.8
"TX","Matagorda",37.787962,0.876256,1.01769,11.2,31.9,0.054766,20.5,45073,18363,36702,1100.28
"TX","Maverick",32.249033,0.455956,1.003679,8.7,29.4,0.035074,23.9,34687,26451,54258,1279.26
"TX","McCulloch",32.685502,1.097695,1.095938,11,28.5,0,18.6,39900,4057,8283,1065.6
"TX","McLennan",39.064645,0.529903,1.095938,9,28.6,0.086263,19.9,46264,114169,234906,1037.1
"TX","McMullen",98.000222,3.726708,1.003679,11.8,32.2,0,10,60709,367,707,1139.43
"TX","Medina",23.720445,0.689022,1.003679,11.2,32.2,0.020879,14.8,52831,23656,46006,1325.36
"TX","Menard",20.181205,0.931532,1.095938,12.9,27.3,0,20.8,34308,1133,2242,902.03
"TX","Midland",27.421157,0.590387,1.095938,8.6,30.9,0.083424,8.9,79829,67242,136872,900.3
"TX","Milam",21.885167,0.618404,1.095938,11.9,29.7,0,16.9,46433,12225,24757,1016.93
"TX","Mills",24.677646,1.026694,1.095938,11.7,26.1,0.205339,16.6,40958,2445,4936,748.26
"TX","Mitchell",29.78649,0.661084,1.095938,8.9,26.6,0.110181,19.7,41977,5746,9403,911.09
"TX","Montague",16.532296,0.566543,1.095938,10.7,25.9,0.051504,15.2,49653,9665,19719,930.91
"TX","Montgomery",20.684636,0.549189,1.01769,10.1,24.5,0.071298,10.1,72428,225911,455746,1041.74
"TX","Moore",28.76252,0.812714,1.095938,9,29.9,0,14.4,49345,11317,21904,899.69
"TX","Morris",1.672161,0.470847,1.095938,11.1,30,0,19.5,37236,6239,12934,251.99
"TX","Motley",18.453749,1.734605,1.095938,13,26.8,0,17,40575,613,1210,989.56
"TX","Nacogdoches",29.12958,0.459411,1.095938,11.3,32.2,0.076569,24.5,39556,30800,64524,946.54
"TX","Navarro",24.738548,0.456479,1.01769,10.1,28.4,0.062247,19.6,41047,23657,47735,1009.63
"TX","Newton",26.556298,0.070731,1.095938,11.7,28,0,21.2,40345,7445,14445,933.68
"TX","Nolan",23.821979,0.927582,1.095938,10.4,29,0,20,40052,7561,15216,912
"TX","Nueces",32.585062,0.788836,1.095938,9.9,33.6,0.070181,19.9,50188,167038,340223,838.48
"TX","Ochiltree",9.530323,1.301357,1.095938,8.2,28.7,0.092954,8.8,67136,5237,10223,917.63
"TX","Oldham",100,1.449275,1.095938,9.3,29.3,0,13.4,53797,1035,2052,1500.53
"TX","Orange",25.407114,0.35957,1.095938,8.9,29.5,0.0839,16.1,51156,40708,81837,333.67
"TX","Palo Pinto",37.817627,0.960991,1.01769,12,29.4,0.035592,18.6,42932,13811,28111,951.79
"TX","Panola",22.145417,0.336573,1.095938,10.9,30.7,0,15.1,50057,11808,23796,801.75
"TX","Parker",17.561996,0.511513,1.01769,10.5,29,0.056835,9.4,67545,59292,116927,903.48
"TX","Parmer",48.33652,0.201857,1.095938,9.4,29.4,0.100929,14.5,46827,5259,10269,880.78
"TX","Pecos",19.168773,0.880891,1.095938,9.8,28.6,0,18.1,45839,8742,15507,4763.85
"TX","Polk",20.175102,0.412335,1.01769,10.8,29.4,0.021702,17.2,42746,24288,45413,1057.09
"TX","Potter",20.944498,0.904404,1.095938,8.9,31,0.073997,22.4,40353,61919,121073,908.37
"TX","Presidio",69.453897,1.00344,1.095938,10.3,26.1,0.143349,22.4,33218,3818,7818,3855.24
"TX","Randall",12.259163,0.506941,1.095938,8.2,26.6,0.070192,8.5,62080,58737,120725,911.54
"TX","Reagan",6.366388,0.798935,1.095938,8.9,27.7,0,8.8,65948,1748,3367,1175.3
"TX","Real",100,0.889944,1.003679,12.1,27.6,0.296648,19.4,34031,1638,3309,699.2
"TX","Red River",46.381973,0.56243,1.095938,11.9,30.7,0,20.2,36347,6266,12860,1036.58
"TX","Reeves",22.050413,0.836295,1.095938,8.1,28.3,0,19.3,44470,8281,13783,2635.38
"TX","Refugio",19.810384,1.09559,1.01769,10.9,28.4,0,15.4,45562,3669,7383,770.44
"TX","Roberts",90.763092,1.077586,1.095938,10.3,26.6,0,6.7,71859,469,929,924.06
"TX","Robertson",32.262607,0.787879,1.095938,10.9,29.8,0.181818,16.6,53635,8230,16622,855.68
"TX","Rockwall",20.219058,0.83135,1.01769,8.9,25.3,0.125272,6,92150,38516,78337,127.04
"TX","Runnels",27.415643,0.864055,1.095938,11.5,26.8,0,18.5,39404,5197,10501,1050.95
"TX","Rusk",25.705053,0.445079,1.095938,10.8,30.8,0.03709,16.6,49347,28075,53330,924.03
"TX","Sabine",15.889299,0.57971,1.095938,13.2,27.8,0,19.7,36813,5301,10834,491.39
"TX","San Augustine",4.502495,0.232288,1.095938,13.7,32.3,0,24.3,33156,4360,8865,530.66
"TX","San Jacinto",8.144463,0.22141,1.01769,12.6,28.1,0,18.1,42371,13205,26384,569.24
"TX","San Patricio",20.971793,0.508107,1.095938,10.5,33,0.044833,15.5,52952,32163,64804,693.45
"TX","San Saba",30.532974,1.600854,1.095938,11.4,27.4,0,18.9,42559,3366,6131,1135.3
"TX","Schleicher",10.531833,0,1.095938,9.8,27.5,0,13.4,53886,1726,3461,1310.63
"TX","Scurry",29.075754,0.692521,1.095938,9.1,26.2,0.11542,12.7,57385,9028,16921,905.44
"TX","Shackelford",14.384655,0.897398,1.095938,10.4,28.3,0,13.1,51685,1632,3378,914.29
"TX","Shelby",13.996677,0.548697,1.095938,11.7,31.2,0.078385,19.8,41519,12591,25448,795.58
"TX","Sherman",24.748618,0.648508,1.095938,10,27.5,0,12.8,54010,1548,3034,923.04
"TX","Smith",16.680571,0.6443,1.095938,10.2,29.6,0.127946,16,49364,101425,209714,921.45
"TX","Somervell",0,0.805153,1.01769,10.7,27.6,0,12.1,58040,4182,8490,186.46
"TX","Starr",44.953855,0.381225,1.095938,8.4,29.6,0.015884,30.9,28292,29440,60968,1223.18
"TX","Stephens",22.783694,0.956938,1.095938,10,27,0,18.2,45410,4975,9630,896.72
"TX","Sterling",100,0,1.095938,10.1,27.4,0,11.6,62759,576,1143,923.45
"TX","Stonewall",14.86655,1.425517,1.095938,12,27,0,14.5,45928,717,1490,916.31
"TX","Sutton",10.870392,1.258812,1.003679,9.8,26.6,0,12.5,60310,2029,4128,1453.93
"TX","Swisher",18.359506,0.791452,1.095938,9.9,27.7,0,21.6,40584,4136,7854,890.16
"TX","Tarrant",25.632622,0.613254,1.01769,11,29.1,0.069396,13.1,60735,887235,1809034,863.61
"TX","Taylor",28.000275,0.577166,1.095938,9.2,30.8,0.096194,14.8,47388,64028,131506,915.55
"TX","Terrell",100,0,1.095938,10.6,26.8,0,16.7,43815,509,984,2358.03
"TX","Terry",37.177495,0.627993,1.095938,9.8,29.2,0.078499,22.5,43357,6717,12651,888.84
"TX","Throckmorton",100,2.487562,1.095938,11.3,26.8,0,13.6,43225,807,1641,912.55
"TX","Titus",11.841024,0.707562,1.095938,9.5,30.9,0.061527,20.1,41538,15976,32334,406.05
"TX","Tom Green",40.589479,0.711786,1.095938,10.1,27.6,0.094333,15.6,47756,53976,110224,1521.97
"TX","Travis",26.188949,0.823528,1.003679,6.4,20.3,0.152023,13.2,65244,516637,1024266,990.2
"TX","Trinity",3.040563,0.281215,1.095938,11.5,27.4,0,19.5,37213,7100,14585,693.61
"TX","Tyler",53.58062,0.373518,1.095938,12.3,31,0,19.9,40820,11731,21766,924.5
"TX","Upshur",11.847589,0.297368,1.095938,10.7,29.6,0.024781,15.5,45494,19462,39309,582.95
"TX","Upton",33.412822,0.868558,1.095938,9.6,26.9,0,13.5,57085,1675,3355,1241.32
"TX","Uvalde",43.434254,0.848176,1.003679,10.5,30,0.036877,20.7,37700,12909,26405,1551.95
"TX","Val Verde",40.12413,0.428799,1.003679,8.7,30,0.040838,22.1,42465,24519,48879,3144.75
"TX","Van Zandt",9.657455,0.680401,1.01769,10.8,30.2,0,15.9,47252,25863,52579,842.56
"TX","Victoria",28.076699,0.72463,1.01769,10.3,34.3,0.120772,13.6,55406,42349,86793,882.14
"TX","Walker",33.648506,0.501512,1.01769,9,29.7,0.042987,22.7,41429,40007,67861,784.17
"TX","Waller",15.028908,0.234942,1.01769,12,33.6,0,16,50746,21395,43205,513.43
"TX","Ward",10.735164,1.290323,1.095938,9.7,28.5,0,12.8,57570,5151,10658,835.6
"TX","Washington",9.516921,0.842093,1.01769,11.8,29.6,0.087113,14.5,51879,16580,33718,603.95
"TX","Webb",22.474795,0.442489,1.095938,8.6,31.3,0.041249,30.5,39237,121488,250304,3361.48
"TX","Wharton",15.582463,0.558686,1.01769,10.2,31.9,0.097163,17.2,45198,20291,41280,1086.15
"TX","Wheeler",11.466694,2.625131,1.095938,10.8,27.8,0.175009,12.9,51114,2661,5410,914.52
